fecha_publicacion,termino,vistas,url,titulo,hashtags,descargado,text,idioma,polaridad
2024-02-23,#reseña,101900,https://www.tiktok.com/@valentinaestradaaa/video/7338919689252244742,,"#longervideos,#testimonio,#testimoniosreales,#recomendaciones",True," encontró un lugar aquí en Bogotá donde comprar los iPhones más baratos y súper seguros. Y esto no es publicidad ni nada porque yo pagué mi celular completico. De hecho, me llegó hoy y me lo trajeron a la casa. Ellos hacen domicilios si ustedes quieren o también pueden ir al punto físico. Yo compré el iPhone 15 Pro. Vienen sellados, o sea, completamente seguros. De hecho, mi anterior celular también lo compra y me salió perfecto. Los precios son como si lo fueras a comprar en Estados Unidos literal, porque a mí me iban a hacer el favor de comprarlo y lo averigué acá y salía prácticamente Miren, por ejemplo, en Estados Unidos mi mamá salió a $1170 dólares, que es al cambio más o menos es como $4,590. Y acá me salió en $4,660. O sea, la verdad casi igual. Y como esto no es publicidad, pues al que comente, yo con mucho gusto le mando el dato.",es,POS
2024-04-29,#reseña,13500,https://www.tiktok.com/@alefloresg27/video/7363352315442498824,,"@🏌️,#versace,#versacepourhomme,#pourhomme,#perfumetiktok,#fragancias,#fraganciasmasculinas,#perfumesdehombre,#perfumeoriginal,#lociones,#locionesdecaballero,#alepruebaperfumes",True," quitando versace per home. Creo que este es el perfume que literalmente en todos los vídeos que subo hay un comentario de que. Pruebalo, pruebalo. Así que vamos a ver qué tal. De salida le doy un 6. Ya saben que el dica antes de sequega.com. Ya seco, vamos a ver qué tal. Ya no lo odio tanto pero tampoco me gusta. Y aunque me llueva el hate, yo siempre les voy a ser honesta. Así que desecado le doy un 7.",es,NEU
2024-02-12,#reseña,83700,https://www.tiktok.com/@agusgrimmpitch/video/7334845459355290885,,"#booktokargentina,#librostiktok,#longervideos,#kindle",True," pero en Kindle me reconto porque me dio como que me arrenó la vida porque todo el mundo te lo vende como que es esta cosa mágica, super mítica para los lectores y estoy en desapuerdo porque hay un lado verde que nadie habla así que lo voy a hacer yo ¿realmente vale la pena gastarse tanta plata en esto? lo descubriremos la cuestión es que a mí me gusta mucho el libro físico, la mi biblioteca, bla bla bla entonces yo cuando me compré esto hace como 2 años estaba en medio de reacia y me tengo que sincerar, no lo usaba solo cuando tenía que ir a la facultad y no quería cargar con un libro 800 páginas en la mochina y a veces lo hacía igual ahora la cosa se convicó cuando empecé a usar en mi casa literalmente todo cambió porque el gran problema del que nadie abre es que leer en Kindle hace que te vuelvas un paso de mierda perdón por la expresión pero es así desde que yo descubrí que puedo leer hecho un bolsito tirando en la cama con todas las luces apagadas con una sabana hasta el cuello y sin tener que hacer un mínimo esfuerzo no puedo agarrar un libro en físico literalmente es suyo por más que los tenga acá y me termino bajando libros que ya tengo solamente porque no tengo la fuerza para levantarme y agarrarlos o sea mi biblioteca en Kindle es prácticamente una réplica de mi biblioteca en físico vas a agarrarlo yendo en físico me canso más, se me cansan los brazos, se me cansa la vista, se me cansa el edit, no sé de hecho el quinto por si Jackson y B-Warson los leía acá en el Kindle y el tercero acá rinó los tiene yo en acá también ¿te entiendes el punto al que estoy llegando con todo esto? siento que agarrar el papel es incómodo y me encantaría decirles que encontré la solución pero no me estoy volviendo a esas personas que prefieren leer en digital o no me estoy convirtiendo en lo que juré destruir así que si tienen miedo de que les pase lo mismo que a mí no se compre en un Kindle y respecto a mi problema, bueno, manden fuerzas",es,POS
2024-06-02,#reseña,60900,https://www.tiktok.com/@alefloresg27/video/7376038082929298694,,"@Autos SV,#lebeau,#lebeauleparfum,#jeanpaulgaultier,#jpg,#perfumetiktok,#fraganciasmasculinas,#perfumesmasculinos,#perfumeoriginal,#fragancias,#lociones,#alepruebaperfumes",True," y si te ando le bo le perfum una vez más. Yo les dije que aunque estuviera super quemado yo se lo iba a conseguir y yo cumplo. Este mes cumplimos dos años y medio de novios así que este es su regalo. Ay, qué rico. De salida le doy un 9.9. Yo se lo conseguí en nuestras fragrances.com y tenemos código por si gustan. Y así como se iba a llevar el 9.9 a broma. Esta es una fragrancia que es un 10 de salida y un 10 en secado. Totalmente vale el hype que tiene.",es,POS
2024-04-24,#reseña,263,https://www.tiktok.com/@reach_creative/video/7361485087625497887,,"#branding,#branddesign,#visualidentity,#logodesign,#brandidentity,#brandingtips,#branddesigner,#websitereview,#websitetipsandtricks,#websitesudit,#webdesignreview,#webdesign,#websitedesigner",True," Welcome to my new series where I will be reviewing businesses websites and giving them useful feedback. First up, we have Hallie's housekeeping and I absolutely love Hallie and her team. They are awesome. So for their homepage, the first thing I noticed is how large the logo is. So my suggestion would be to scale it down and put it in either centered or in the left hand corner and then move your navigation up. So it's next to that. And then the social media icons could go in the right corner. So that way you're not taking up like the most important real estate on your website. This is taking up quite a bit of room here. So just by moving that over, you should be able to really condense this down quite a bit. The next thing I noticed is you have a lot of navigation items, which can be a little overwhelming. I know some of them are the scroll feature, but what I would suggest is removing Instagram gallery and Instagram and just including that in the footer. I don't think you need that in your navigation. I would also consider maybe putting a few of these under, like gift card could go under shop, book online could be, that should be its own, but I don't know. There's just a couple of ways that you could kind of condense this down. I don't think you necessarily need testimonial. I would really try and work on figuring out a way to minimize this or sort of have the dropdown like you do for more. All right, scrolling down a bit. So this slideshow is a little bit fast. I would consider slowing it down a little bit, potentially making it full width and maybe even potentially doing the fully intern and modded somehow incorporating that into the slideshow. Obviously it can be a little hard to incorporate text over images, but it might be a nice way to kind of include the two there. All right, next up we have the about section. So the one thing I will say on your website that I do love is that you guys have your own branded photos, especially with your logos on the t-shirts. I think that's such a smart thing to do and can really make or break a website. So good job on getting really great photos. For this about section here, I would actually suggest having like a team photo here. And then I would definitely have some sort of call to action probably book now or something like that. I'm noticing that throughout your home page, you don't really have any call to action buttons. So I definitely would incorporate that. And I would also make that a color. So I know you have the pink going on, maybe incorporating another color or another shade of pink that you can use specifically for those called the action button, so they stand out. Okay, as we're scrolling down, you have your services, which I think is great how you sort of have the three columns here. So I think that looks great. I would probably just add call to action buttons, at least one for all of them or individuals as well, just so people know the action that you want them to take. All right, so here we have our Instagram. I feel like this is just like a big section and a lot of scrolling for the homepage. So what I would do is sort of remove, this text is very large as well, remove all this. I would probably make this one column, so you could probably fit five or six of your Instagram titles on one column here, or on one row, I'm sorry. And kind of removing all of this, I just don't think it's necessary because a lot of people will know that this is your Instagram feed. And you can even just add like the little Instagram icon above it to condense everything down. I just think this takes up a lot of space on your homepage and it's just not necessary. All right, next up we have client reviews. Reviews are awesome to include on a website. I would probably suggest adding this as a scrolling feature that people can either click through or on an auto scroll, and maybe even including a few more, but I don't think stacking them is necessary. I would probably do some sort of scrolling effect so that way you can include more without creating more scroll for your users. Love this section, love the photos. Love Holly and Carly in general. So this section looks really nice. Oh, I love this as well, that looks awesome. So I would maybe potentially work out, maybe even have the three of you on one just to again kind of organize things a little bit. All right, then we have meet the cleaning team. I love again, gonna tell you how much I love the branded photos because I think that's such a nice touch. I would probably actually start your slide with this and then remove so that way you don't have two sort of things going on. I would just add this to the first slide potentially so that you just have the slider going and then not this image above as well. I just don't think it's necessary. FAQs are great, I would consider either putting this on its own page or doing some sort of drop down feature so that way again, it's just not so much scrolling on the homepage and so much content at once to look at. That way people can kind of click and it also includes an interactive way for people to interact with your website. So that's an option as well. New client form, so if you want this on your homepage which is totally fine, I just think there's a lot of dead space on the side so I probably would like bump this over and include a photo on either side somehow just because I think that would be a nice touch. And then footer information, you could probably scale this down a little bit and maybe even this is where you put that Instagram feed so it's just kind of like a nice place to add to the footer and that's typically where most people will put their Instagram feed. So probably would suggest bumping that down here. The other thing as I'm scrolling through is I noticed that your headers are a little bit inconsistent with sizing and fonts. You just have a couple of different things going on. So you'll want to make sure that you are consistent with that and then also making sure that your heading tags in the back end of the site for SEO purposes are set. So that's just something to note as well but overall I think with some of those tweaks you will have a really nice looking website. If you want to be included in the series, make sure you're following me and comment your website below.",en,
2024-04-19,#reseña,9659,https://www.tiktok.com/@alefloresg27/video/7359611960864050438,,"@brunøcf,#toyboymoschino,#moschinotoyboy,#moschino,#perfumetiktok,#fraganciasmasculinas,#perfumesdehombre,#perfumeoriginal,#locionoriginal,#alepruebaperfumes",True, reiteando toyboy huele a sabor para yo de salida le doy un 8.6 aquí te voy a dejar tantito sus acordes principales para que los cheques ya seco vamos a ver qué tal puede o puede que no entre en mi top 10 eso todavía no lo sé pero de secado le voy a dar un 9.2,es,NEU
2024-10-30,#reseña,1250,https://www.tiktok.com/@leyendoconmanuel/video/7431792504460053765,,"#booktok,#libros,#booktokespaña,#librosen60seg,#booktokfyp,#literatura,#booktokespañol,#librosen60seg📚,#booktokmexico,#libroslibroslibros,#librosdeterror,#stephenking",True," Según la revista Forbes, este libro es el más terrorífico que jamás ha sido escrito. Porque este libro no solo va a contar una historia de terror, lo va a hacer vivir en tu mente. Tu merges en toda la atmósfera y no importa si estás solo en tu cuarto o en plena luz del día, vas a empezar a escuchar pasos que no están ahí. E igual vas a escuchar ruidos mientras a lo es. El autor va a crear una atmósfera tan densa y sufocante que cuando menos tu espera, sientes el impulso de mirar por encima de tu ombro. Es como si el miedo fuera un personaje más. Un huésped que va a habitar en este libro y en tu propia cabeza. Este libro te va a atrapar, te vas a fixar y va a ser que no quieras seguir. Pero te lo juro que no vas a poder parar de leerlo. Este libro es una experiencia que pone a prueba tus nervios y cuando terminas, jamás lo vas a poder olvidar. Este libro no es solo para leerlo, es para sobrevivirlo. Te hablando del resplandor por Stephen King.",es,NEG
2024-11-19,#reseña,90,https://www.tiktok.com/@fairuzalb/video/7439175863461055799,,"@favicp2,#fairuzaramos,#escritoraindependente,#booktokespañol",True, la malimerencia y otros horrores y es mi tercer libro y el segundo libro en el que utilizo este género literario el primero fue el bordel de las parapigas,es,NEU
2024-11-27,#reseña,126,https://www.tiktok.com/@el_chamuco/video/7441837628074282295,,"#RAPÉntrevista,#LaCocina,#RaúlBriones,#Migración",True," esta cabrona? Absolutamente, o sea, creo que tocas un punto fundamental que tiene que ver con pues el estado emocional en el que se encuentra una persona en situación migrante, que tiene que ver con la supervivencia y en la supervivencia los seres humanos hacemos cosas que podríamos catalogar como moralmente cuestionables o nuestras inseguridades y nuestras inconsistencias afloran, sobre todo en esta perspectiva en donde el sistema es el que te obliga a ti a ganar un poquito de terreno respecto a tus compatriotas para ganar un poco de estatus y entonces poder sobrevivir y sobresalir y no ser expulsado, no ser deportado y ese es el lugar en el que se encuentran pues la mayoría de los migrantes, esta cosa que mucha gente suele decir de los mexicanos de que en el extranjero nos volvemos cangrejos y yo no creo que sea solamente una cuestión de México, en realidad creo que es la situación misma de la supervivencia de una persona que está migrando, que no tiene arraigo con el origen pero tampoco tiene destino a dónde llegar, entonces hay una especie de estar cargando su vida todo el tiempo en su mochila y evidentemente cualquier roce que tengas con esa persona va a estar exponenciado por la situación, la tensión dramática en la que se encuentra la persona por el simple trayecto o por la etapa del trayecto de su vida en la que se encuentra y ahí es donde el sistema se aprovecha un montón de esta vulnerabilidad de las personas para ponerlas a competir entre ellas, para defender las fronteras, para un montón de dinámicas que tienen que ver con lo que pasa en la cocina que además como bien dices en esta metáfora de la torre de Babel, la cocina es un gran ejemplo de que somos nosotras nuestro propio país, cada quien anda cargando pues con sus propias reglas, con sus propias leyes, sus propias normativas, cada quien sabe a quien deja entrar a sus fronteras, a quién no y en esta cocina tan multicultural eso se nota muy claramente. Órale, exactamente hay una parte que me hizo casi chillar que es en la que Pedro está en franca depresión, una depresión muda porque dice no puedo llorar en mi idioma, no puedo llorar en español, no me entiendes, esa parte me parece fundamental de que la deshumanización de nuestros compatriotas cuando van allá porque no se dan a entender, porque no saben, porque no les entienden, no les entienden, o sea como que les vale madre que lloremos, que suframos, que estemos en esa situación y que esa escena me parece primordial, como desarrollaste ese personaje. Pues bueno aquí toca el tema del lenguaje, que creo que es muy importante dentro de la película, pero también dentro de la construcción del mundo migrante en tanto que para poder dominar tu trabajo implica también la dominación del idioma, no es como pedir cualquier trabajo en donde aquí aparte tienes que tener un digamos un trabajo subterráneo que es el que tienes que estar aprendiendo el idioma y las dinámicas culturales del país en el que te encuentras migrando, entonces en ese sentido yo aprendí inglés para esta película que también es una cosa como importante de mencionar, claro porque creo que el estado anímico en el que se encuentra Pedro en la película también se comparte con el estado anímico en el que yo me encontraba filmando la película, porque pues tú en México bien sabes que el hablar inglés tiene un componente de estátus de clase.",es,NEG
2022-07-14,#reseña,2134,https://www.tiktok.com/@maritarx/video/7120286079512759558,,"#viral,#fyp,#tiktokespaña,#awaken,#poveresyo,#comedia,#humor,#alien,#silicio",True, Disseccionar y experimentar con todo lo que pillamos de camino. ¿Dudabas? Somos humanos.,es,NEU
